ElementId,Category,Family,Type,Original Category,Original Family,Original Type,Level,Mark,Assembly Code,Assembly Description,Length,Width,Depth,Height,Area,Volume,Weight,Unit Weight,Material,Type Comments,Base Level,Top Level,Base Offset,Top Offset,Location Type,Position X (ft),Position Y (ft),Position Z (ft),Start X (ft),Start Y (ft),Start Z (ft),End X (ft),End Y (ft),End Z (ft),Rotation (deg),Bounding Box Min X (ft),Bounding Box Min Y (ft),Bounding Box Min Z (ft),Bounding Box Max X (ft),Bounding Box Max Y (ft),Bounding Box Max Z (ft),Bounding Box Center X (ft),Bounding Box Center Y (ft),Bounding Box Center Z (ft),Room Id,Room Number,Room Name,Room Level,Room Area (SF),Room Volume (CF),Room Location X (ft),Room Location Y (ft),Room Location Z (ft),Comments,Parameter Snapshot
2381612,Furniture,ETH_FU_Mikado_SideTable,Oak_L050xW050xH050,,,,L 0,,,,,,,"1' - 7 11/16""",4 SF,0.26 CF,,,ETH_Oak_Natural,50541,,,,,Point,112.882,171.916,0,,,,,,,0,108.945,171.096,-0.131,116.818,172.736,1.64,112.882,171.916,0.755,1773235,187,Room Name 187,L 0,3235.791,32324.209,73.802,181.001,0,,"Area=4 SF | Elevation from Level=0' - 0"" | ETH_Length=1' - 7 11/16"" | ETH_LE_Table-Leg_Height=1' - 6 1/2"" | ETH_LE_Top-Table_Radius=0' - 9 27/32"" | ETH_Width=1' - 7 11/16"" | Export Type to IFC=0 | Family and Type=Oak_L050xW050xH050 | Height=1' - 7 11/16"" | Level=L 0 | Offset from Host=0' - 0"" | Schedule Level=L 0 | Type=Oak_L050xW050xH050 | Type Comments=50541 | Type Id=Oak_L050xW050xH050 | Type IfcGUID=1QAQLCPWj8yvGyspS6Svt3 | Type Name=Oak_L050xW050xH050 | Volume=0.26 CF"
2381743,Furniture,ETH_FU_Jack_OutdoorFootstool,Teak-outdoor_L071xW054xH041_Upholstery-Off-white-fabric,,,,L 0,,10248,,,,,,11 SF,1.40 CF,,,ETH_Shoes_Black; ETH_Fabric_Outdoor_OffWhite; ETH_Teak_NaturalOutdoor,,,,,,Point,98.662,172.164,0,,,,,,,270,97.777,170.999,0,99.548,173.329,1.362,98.662,172.164,0.681,1773235,187,Room Name 187,L 0,3235.791,32324.209,73.802,181.001,0,,"Area=11 SF | Assembly Code=10248 | Elevation from Level=0' - 0"" | ETH_FrameLeg_Height=1' - 1"" | ETH_Height=1' - 4 5/32"" | ETH_Length=2' - 3 15/16"" | ETH_Width=1' - 9 1/4"" | Export Type to IFC=0 | Family and Type=Teak-outdoor_L071xW054xH041_Upholstery-Off-white-fabric | Level=L 0 | Offset from Host=0' - 0"" | Schedule Level=L 0 | Type=Teak-outdoor_L071xW054xH041_Upholstery-Off-white-fabric | Type Id=Teak-outdoor_L071xW054xH041_Upholstery-Off-white-fabric | Type IfcGUID=1QAQLCPWj8yvGyspS6Suj3 | Type Name=Teak-outdoor_L071xW054xH041_Upholstery-Off-white-fabric | Volume=1.40 CF"
2381744,Furniture,ETH_FU_Jack_OutdoorFootstool,Teak-outdoor_L071xW054xH041_Upholstery-Off-white-fabric,,,,L 0,,10248,,,,,,11 SF,1.40 CF,,,ETH_Shoes_Black; ETH_Fabric_Outdoor_OffWhite; ETH_Teak_NaturalOutdoor,,,,,,Point,93.662,172.164,0,,,,,,,270,92.777,170.999,0,94.548,173.329,1.362,93.662,172.164,0.681,1773235,187,Room Name 187,L 0,3235.791,32324.209,73.802,181.001,0,,"Area=11 SF | Assembly Code=10248 | Elevation from Level=0' - 0"" | ETH_FrameLeg_Height=1' - 1"" | ETH_Height=1' - 4 5/32"" | ETH_Length=2' - 3 15/16"" | ETH_Width=1' - 9 1/4"" | Export Type to IFC=0 | Family and Type=Teak-outdoor_L071xW054xH041_Upholstery-Off-white-fabric | Level=L 0 | Offset from Host=0' - 0"" | Schedule Level=L 0 | Type=Teak-outdoor_L071xW054xH041_Upholstery-Off-white-fabric | Type Id=Teak-outdoor_L071xW054xH041_Upholstery-Off-white-fabric | Type IfcGUID=1QAQLCPWj8yvGyspS6Suj3 | Type Name=Teak-outdoor_L071xW054xH041_Upholstery-Off-white-fabric | Volume=1.40 CF"
2381965,Furniture,ETH_FU_Mikado_SideTable,Oak_L050xW050xH050,,,,L 0,,,,,,,"1' - 7 11/16""",4 SF,0.26 CF,,,ETH_Oak_Natural,50541,,,,,Point,96.111,172.172,0,,,,,,,0,92.174,171.352,-0.131,100.047,172.992,1.64,96.111,172.172,0.755,1773235,187,Room Name 187,L 0,3235.791,32324.209,73.802,181.001,0,,"Area=4 SF | Elevation from Level=0' - 0"" | ETH_Length=1' - 7 11/16"" | ETH_LE_Table-Leg_Height=1' - 6 1/2"" | ETH_LE_Top-Table_Radius=0' - 9 27/32"" | ETH_Width=1' - 7 11/16"" | Export Type to IFC=0 | Family and Type=Oak_L050xW050xH050 | Height=1' - 7 11/16"" | Level=L 0 | Offset from Host=0' - 0"" | Schedule Level=L 0 | Type=Oak_L050xW050xH050 | Type Comments=50541 | Type Id=Oak_L050xW050xH050 | Type IfcGUID=1QAQLCPWj8yvGyspS6Svt3 | Type Name=Oak_L050xW050xH050 | Volume=0.26 CF"
2382226,Furniture,Contemporary Bench,3 Seat Sofa,,,,L -1,,,,,"3' - 11 1/4""","1' - 5 23/32""","1' - 3 3/4""",9 SF,2.83 CF,,,Fabric - Leather Brown; Metal - Chrome Polished,,,,,,Point,100.986,171.833,-15,,,,,,,0,99.017,170.356,-15,102.954,171.833,-13.688,100.986,171.095,-14.344,,,,,,,,,,,"Area=9 SF | Depth=1' - 5 23/32"" | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=3 Seat Sofa | Height=1' - 3 3/4"" | Level=L -1 | Material Fabric=Fabric - Leather Brown | Material Legs=Metal - Chrome Polished | Offset from Host=0' - 0"" | Type=3 Seat Sofa | Type Id=3 Seat Sofa | Type IfcGUID=3Ui4QPNG13FeO8bBtSBaNA | Type Name=3 Seat Sofa | Volume=2.83 CF | Width=3' - 11 1/4"""
2382290,Furniture,Contemporary Bench,3 Seat Sofa,,,,L -1,,,,,"3' - 11 1/4""","1' - 5 23/32""","1' - 3 3/4""",9 SF,2.83 CF,,,Fabric - Leather Brown; Metal - Chrome Polished,,,,,,Point,61.694,171.916,-15,,,,,,,0,59.726,170.44,-15,63.663,171.916,-13.688,61.694,171.178,-14.344,,,,,,,,,,,"Area=9 SF | Depth=1' - 5 23/32"" | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=3 Seat Sofa | Height=1' - 3 3/4"" | Level=L -1 | Material Fabric=Fabric - Leather Brown | Material Legs=Metal - Chrome Polished | Offset from Host=0' - 0"" | Type=3 Seat Sofa | Type Id=3 Seat Sofa | Type IfcGUID=3Ui4QPNG13FeO8bBtSBaNA | Type Name=3 Seat Sofa | Volume=2.83 CF | Width=3' - 11 1/4"""
2390841,Generic Models,LR1281_Omberlone_sem_base,LR1281_Omberlone_sem_base,,,,L -1,,,,,,,,193 SF,14.53 CF,,,_Pintura Brancaa; _lixeira; _Tecido omberlone; Cadeira,,,,,,Point,14.549,130.666,-15,,,,,,,270,7.412,126.372,-15,18.843,134.96,-4.905,13.127,130.666,-9.953,,,,,,,,,,,"Area=193 SF | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=LR1281_Omberlone_sem_base | Level=L -1 | Schedule Level=L -1 | Type=LR1281_Omberlone_sem_base | Type Id=LR1281_Omberlone_sem_base | Type IfcGUID=3d8c1pTa964e4YSVqhh7be | Type Name=LR1281_Omberlone_sem_base | Volume=14.53 CF"
2394232,Generic Models,LR1281_Omberlone_sem_base,LR1281_Omberlone_sem_base,,,,L -1,,,,,,,,193 SF,14.53 CF,,,_Pintura Brancaa; _lixeira; _Tecido omberlone; Cadeira,,,,,,Point,31.098,130.666,-15,,,,,,,0,26.804,123.529,-15,35.392,134.96,-4.905,31.098,129.245,-9.953,,,,,,,,,,,"Area=193 SF | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=LR1281_Omberlone_sem_base | Level=L -1 | Schedule Level=L -1 | Type=LR1281_Omberlone_sem_base | Type Id=LR1281_Omberlone_sem_base | Type IfcGUID=3d8c1pTa964e4YSVqhh7be | Type Name=LR1281_Omberlone_sem_base | Volume=14.53 CF"
2394326,Generic Models,LR1281_Omberlone_sem_base,LR1281_Omberlone_sem_base,,,,L -1,,,,,,,,193 SF,14.53 CF,,,_Pintura Brancaa; _lixeira; _Tecido omberlone; Cadeira,,,,,,Point,-2.72,141.443,-15,,,,,,,311,-10.924,133.52,-15,3.337,147.5,-4.905,-3.793,140.51,-9.953,,,,,,,,,,,"Area=193 SF | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=LR1281_Omberlone_sem_base | Level=L -1 | Schedule Level=L -1 | Type=LR1281_Omberlone_sem_base | Type Id=LR1281_Omberlone_sem_base | Type IfcGUID=3d8c1pTa964e4YSVqhh7be | Type Name=LR1281_Omberlone_sem_base | Volume=14.53 CF"
2394583,Furniture,Plant,Plant,,,,L -1,,,,,,,,6 SF,0.73 CF,,,00 Terra; MDF branco,,,,,,Point,65.265,171.333,-15,,,,,,,0,64.226,170.406,-15,66.002,172.284,-10.752,65.114,171.345,-12.876,,,,,,,,,,,"Area=6 SF | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=Plant | Level=L -1 | Offset from Host=0' - 0"" | Type=Plant | Type Id=Plant | Type IfcGUID=1QAQLCPWj8yvGyspS6SxyJ | Type Name=Plant | Volume=0.73 CF"
2394630,Furniture,Plant,Plant,,,,L -1,,,,,,,,6 SF,0.73 CF,,,00 Terra; MDF branco,,,,,,Point,104.941,171.468,-15,,,,,,,0,103.902,170.541,-15,105.678,172.42,-10.752,104.79,171.48,-12.876,,,,,,,,,,,"Area=6 SF | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=Plant | Level=L -1 | Offset from Host=0' - 0"" | Type=Plant | Type Id=Plant | Type IfcGUID=1QAQLCPWj8yvGyspS6SxyJ | Type Name=Plant | Volume=0.73 CF"
2394677,Ceilings,,"5/8"" GWB on Wood Furring",,,,L 0,,,,,,"0' - 2 5/8""","0' - 2 5/8""",346 SF,75.59 CF,,,"Softwood, Lumber; Gypsum Wall Board; Furniture - Wood Laminate",,,,,,BoundingBox,88.446,191.536,10.109,,,,,,,,75.807,184.51,10,101.086,198.562,10.219,88.446,191.536,10.109,,,,,,,,,,,"Area=346 SF | Export Type to IFC=0 | Family and Type=5/8"" GWB on Wood Furring | Height Offset From Level=10' - 0"" | Level=L 0 | Thermal Mass=0.8932 BTU/(ft²·°F) | Thickness=0' - 2 5/8"" | Type=5/8"" GWB on Wood Furring | Type Id=5/8"" GWB on Wood Furring | Type IfcGUID=1xZrMVYp52mhf4uMzw11JE | Type Mark=C01 | Type Name=5/8"" GWB on Wood Furring | Volume=75.59 CF"
2394836,Ceilings,,"5/8"" GWB on Wood Furring",,,,L -1,,,,,,"0' - 2 5/8""","0' - 2 5/8""",346 SF,75.66 CF,,,"Softwood, Lumber; Gypsum Wall Board; Furniture - Wood Laminate",,,,,,BoundingBox,88.446,191.536,-4.891,,,,,,,,75.807,184.51,-5,101.086,198.562,-4.781,88.446,191.536,-4.891,,,,,,,,,,,"Area=346 SF | Export Type to IFC=0 | Family and Type=5/8"" GWB on Wood Furring | Height Offset From Level=10' - 0"" | Level=L -1 | Thermal Mass=0.8932 BTU/(ft²·°F) | Thickness=0' - 2 5/8"" | Type=5/8"" GWB on Wood Furring | Type Id=5/8"" GWB on Wood Furring | Type IfcGUID=1xZrMVYp52mhf4uMzw11JE | Type Mark=C01 | Type Name=5/8"" GWB on Wood Furring | Volume=75.66 CF"
2394901,Ceilings,,"5/8"" GWB on Wood Furring",,,,L 1,,,,,,"0' - 2 5/8""","0' - 2 5/8""",346 SF,75.62 CF,,,"Softwood, Lumber; Gypsum Wall Board; Furniture - Wood Laminate",,,,,,BoundingBox,88.446,191.514,24.109,,,,,,,,75.807,184.467,24,101.086,198.562,24.219,88.446,191.514,24.109,,,,,,,,,,,"Area=346 SF | Export Type to IFC=0 | Family and Type=5/8"" GWB on Wood Furring | Height Offset From Level=9' - 0"" | Level=L 1 | Thermal Mass=0.8932 BTU/(ft²·°F) | Thickness=0' - 2 5/8"" | Type=5/8"" GWB on Wood Furring | Type Id=5/8"" GWB on Wood Furring | Type IfcGUID=1xZrMVYp52mhf4uMzw11JE | Type Mark=C01 | Type Name=5/8"" GWB on Wood Furring | Volume=75.62 CF"
2395037,Furniture,FU_Modular_Sandler_Tetris 8244,Tetris 8244,,,,L 1,,,,,"3' - 11 1/4""","2' - 7 1/2""","2' - 5 1/8""",25 SF,9.93 CF,,,"Rubber, Black; Wood - Oak - Natural - V; Epoxy - M1_B00 - Black; Fabric - Mainline Flax - Bayswater MLF24",,,,,,Point,59.882,157.423,15,,,,,,,0,57.913,156.111,15,61.85,158.736,17.431,59.882,157.423,16.216,,,,,,,,,,,"Area=25 SF | Depth=2' - 7 1/2"" | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=Tetris 8244 | Height=2' - 5 1/8"" | Level=L 1 | Offset from Host=0' - 0"" | Type=Tetris 8244 | Type Id=Tetris 8244 | Type IfcGUID=34mW3iKDn3EPsWTgpdhZaF | Type Name=Tetris 8244 | Volume=9.93 CF | Width=3' - 11 1/4"""
2395186,Furniture,hanging+Chair+-+Silla+exterior+revit+www.bimshares.com,hanging+Chair+-+Silla+exterior+revit+www.bimshares.com,,,,L 1,,,,,,,,,,,,,,,,,,Point,121.975,156.89,15,,,,,,,323,119.77,154.699,14.989,124.582,159.665,21.347,122.176,157.182,18.168,,,,,,,,,,,"Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=hanging+Chair+-+Silla+exterior+revit+www.bimshares.com | Level=L 1 | Offset from Host=0' - 0"" | Schedule Level=L 1 | Type=hanging+Chair+-+Silla+exterior+revit+www.bimshares.com | Type Id=hanging+Chair+-+Silla+exterior+revit+www.bimshares.com | Type IfcGUID=3hRWpFWXD6bxQJnj$Vbl__ | Type Name=hanging+Chair+-+Silla+exterior+revit+www.bimshares.com"
2395492,Furniture,Seating38,Seating38,,,,L 1,,,,,,,,,,,,,,,,,,Point,93.264,157.833,15,,,,,,,270,92.254,156.066,15,94.274,158.499,18.116,93.264,157.283,16.558,,,,,,,,,,,"Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=Seating38 | Level=L 1 | Offset from Host=0' - 0"" | Type=Seating38 | Type Id=Seating38 | Type IfcGUID=3Ui4QPNG13FeO8bBtSBY08 | Type Name=Seating38"
2395493,Furniture,Seating38,Seating38,,,,L 1,,,,,,,,,,,,,,,,,,Point,93.264,151.074,15,,,,,,,90,92.254,150.407,15,94.274,152.841,18.116,93.264,151.624,16.558,,,,,,,,,,,"Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=Seating38 | Level=L 1 | Offset from Host=0' - 0"" | Type=Seating38 | Type Id=Seating38 | Type IfcGUID=3Ui4QPNG13FeO8bBtSBY08 | Type Name=Seating38"
2395494,Furniture,ETH_FU_Jack_OutdoorBarTable,Teak-outdoor_L160xW080xH105,,,,L 1,,10215,,,,,,33 SF,2.31 CF,,,ETH_Shoes_Black; ETH_Teak_NaturalOutdoor,,,,,,Point,93.281,154.493,15,,,,,,,0,90.657,150.445,15,95.906,155.805,17.898,93.281,153.125,16.449,,,,,,,,,,,"Area=33 SF | Assembly Code=10215 | Elevation from Level=0' - 0"" | ETH_Height=2' - 6"" | ETH_Length=5' - 3"" | ETH_Width=2' - 7 1/2"" | Export Type to IFC=0 | Family and Type=Teak-outdoor_L160xW080xH105 | Level=L 1 | Offset from Host=0' - 0"" | Schedule Level=L 1 | Type=Teak-outdoor_L160xW080xH105 | Type Id=Teak-outdoor_L160xW080xH105 | Type IfcGUID=1hup8j5Nr3BA6v4p9d5GM0 | Type Name=Teak-outdoor_L160xW080xH105 | Volume=2.31 CF"
2395495,Furniture,ETH_FU_Jack_OutdoorBarTable,Teak-outdoor_L160xW080xH105,,,,L 1,,10215,,,,,,33 SF,2.31 CF,,,ETH_Shoes_Black; ETH_Teak_NaturalOutdoor,,,,,,Point,98.531,154.493,15,,,,,,,180,95.906,150.445,15,101.156,155.805,17.898,98.531,153.125,16.449,,,,,,,,,,,"Area=33 SF | Assembly Code=10215 | Elevation from Level=0' - 0"" | ETH_Height=2' - 6"" | ETH_Length=5' - 3"" | ETH_Width=2' - 7 1/2"" | Export Type to IFC=0 | Family and Type=Teak-outdoor_L160xW080xH105 | Level=L 1 | Offset from Host=0' - 0"" | Schedule Level=L 1 | Type=Teak-outdoor_L160xW080xH105 | Type Id=Teak-outdoor_L160xW080xH105 | Type IfcGUID=1hup8j5Nr3BA6v4p9d5GM0 | Type Name=Teak-outdoor_L160xW080xH105 | Volume=2.31 CF"
2395496,Furniture,Seating38,Seating38,,,,L 1,,,,,,,,,,,,,,,,,,Point,98.548,151.074,15,,,,,,,90,97.538,150.407,15,99.558,152.841,18.116,98.548,151.624,16.558,,,,,,,,,,,"Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=Seating38 | Level=L 1 | Offset from Host=0' - 0"" | Type=Seating38 | Type Id=Seating38 | Type IfcGUID=3Ui4QPNG13FeO8bBtSBY08 | Type Name=Seating38"
2395497,Furniture,Seating38,Seating38,,,,L 1,,,,,,,,,,,,,,,,,,Point,98.548,157.833,15,,,,,,,270,97.538,156.066,15,99.558,158.499,18.116,98.548,157.283,16.558,,,,,,,,,,,"Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=Seating38 | Level=L 1 | Offset from Host=0' - 0"" | Type=Seating38 | Type Id=Seating38 | Type IfcGUID=3Ui4QPNG13FeO8bBtSBY08 | Type Name=Seating38"
2395722,Furniture,ETH_FU_Jack_OutdoorFootstool,Teak-outdoor_L071xW054xH041_Upholstery-Off-white-fabric,,,,L 1,,10248,,,,,,11 SF,1.40 CF,,,ETH_Shoes_Black; ETH_Fabric_Outdoor_OffWhite; ETH_Teak_NaturalOutdoor,,,,,,Point,111.944,156.918,15,,,,,,,360,110.779,156.032,15,113.108,157.804,16.362,111.944,156.918,15.681,,,,,,,,,,,"Area=11 SF | Assembly Code=10248 | Elevation from Level=0' - 0"" | ETH_FrameLeg_Height=1' - 1"" | ETH_Height=1' - 4 5/32"" | ETH_Length=2' - 3 15/16"" | ETH_Width=1' - 9 1/4"" | Export Type to IFC=0 | Family and Type=Teak-outdoor_L071xW054xH041_Upholstery-Off-white-fabric | Level=L 1 | Offset from Host=0' - 0"" | Schedule Level=L 1 | Type=Teak-outdoor_L071xW054xH041_Upholstery-Off-white-fabric | Type Id=Teak-outdoor_L071xW054xH041_Upholstery-Off-white-fabric | Type IfcGUID=1QAQLCPWj8yvGyspS6Suj3 | Type Name=Teak-outdoor_L071xW054xH041_Upholstery-Off-white-fabric | Volume=1.40 CF"
2395841,Furniture,Plant,Plant,,,,L 1,,,,,,,,6 SF,0.73 CF,,,00 Terra; MDF branco,,,,,,Point,125.882,157.333,15,,,,,,,0,124.842,156.406,15,126.618,158.284,19.248,125.73,157.345,17.124,,,,,,,,,,,"Area=6 SF | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=Plant | Level=L 1 | Offset from Host=0' - 0"" | Type=Plant | Type Id=Plant | Type IfcGUID=1QAQLCPWj8yvGyspS6SxyJ | Type Name=Plant | Volume=0.73 CF"
2396336,Furniture,FU_Modular_Sandler_Tetris 8256,Tetris 8256,,,,L 1,,,,,"5' - 3""","2' - 7 1/2""","2' - 5 1/8""",31 SF,13.52 CF,,,"Rubber, Black; Wood - Oak - Walnut; Epoxy - M1_B00 - Black; Fabric - Manhattan - Bronx YI364",,,,,,Point,115.641,157.423,15,,,,,,,0,113.016,156.111,15,118.266,158.736,17.431,115.641,157.423,16.216,,,,,,,,,,,"Area=31 SF | Depth=2' - 7 1/2"" | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=Tetris 8256 | Height=2' - 5 1/8"" | Level=L 1 | Offset from Host=0' - 0"" | Type=Tetris 8256 | Type Id=Tetris 8256 | Type IfcGUID=34mW3iKDn3EPsWTgpdhYDD | Type Name=Tetris 8256 | Volume=13.52 CF | Width=5' - 3"""
2396573,Furniture,FU_Modular_Sandler_Tetris 8256,Tetris 8256,,,,L 1,,,,,"5' - 3""","2' - 7 1/2""","2' - 5 1/8""",31 SF,13.52 CF,,,"Rubber, Black; Wood - Oak - Walnut; Epoxy - M1_B00 - Black; Fabric - Manhattan - Bronx YI364",,,,,,Point,123.882,152.166,15,,,,,,,90,122.569,149.541,15,125.194,154.791,17.431,123.882,152.166,16.216,,,,,,,,,,,"Area=31 SF | Depth=2' - 7 1/2"" | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=Tetris 8256 | Height=2' - 5 1/8"" | Level=L 1 | Offset from Host=0' - 0"" | Type=Tetris 8256 | Type Id=Tetris 8256 | Type IfcGUID=34mW3iKDn3EPsWTgpdhYDD | Type Name=Tetris 8256 | Volume=13.52 CF | Width=5' - 3"""
2396770,Furniture,FU_Modular_Sandler_Tetris 8244,Tetris 8244,,,,L 1,,,,,"3' - 11 1/4""","2' - 7 1/2""","2' - 5 1/8""",25 SF,9.93 CF,,,"Rubber, Black; Wood - Oak - Natural - V; Epoxy - M1_B00 - Black; Fabric - Mainline Flax - Bayswater MLF24",,,,,,Point,111.944,154.168,15,,,,,,,270,110.631,152.199,15,113.256,156.136,17.431,111.944,154.168,16.216,,,,,,,,,,,"Area=25 SF | Depth=2' - 7 1/2"" | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=Tetris 8244 | Height=2' - 5 1/8"" | Level=L 1 | Offset from Host=0' - 0"" | Type=Tetris 8244 | Type Id=Tetris 8244 | Type IfcGUID=34mW3iKDn3EPsWTgpdhZaF | Type Name=Tetris 8244 | Volume=9.93 CF | Width=3' - 11 1/4"""
2397281,Furniture,FU_Modular_Sandler_Escala_ESC0640TA,Escalas 0640TA,,,,L 1,,,,,"2' - 7 1/2""","2' - 7 1/2""","2' - 3 5/32""",13 SF,2.13 CF,,,"Rubber, Black; M2_G49; Wood - Oak - Natural - V",,,,,,Point,117.902,151.342,15,,,,,,,0,116.589,150.03,15,119.214,152.655,15.984,117.902,151.342,15.492,,,,,,,,,,,"Area=13 SF | Depth=2' - 7 1/2"" | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=Escalas 0640TA | Frame Finish=M2_G49 | Height=2' - 3 5/32"" | Level=L 1 | Offset from Host=0' - 0"" | Table Height=0' - 11 13/16"" | Top Finish=Wood - Oak - Natural - V | Type=Escalas 0640TA | Type Id=Escalas 0640TA | Type IfcGUID=1QAQLCPWj8yvGyspS6T68G | Type Name=Escalas 0640TA | Volume=2.13 CF | Width=2' - 7 1/2"""
2397404,Furniture,Haworth_Hushoffice_HushFree.S.Hybrid_1Person_SeatedHeightTable_NA,Haworth_Hushoffice_HushFree.S.Hybrid_1Person_SeatedHeightTable_NA,,,,L 1,,,,,,,,245 SF,27.45 CF,,,Haworth_Glass_Clear HOG-PRZ; Haworth_Laminate_White_HOL-ABB; Haworth_Fabric_Athlon Plus_Light Gray_HAP-LTG; Haworth_Laminate_Velvet Black_HOL-AGA; Haworth_Fabric_Athlon_Dark Gray_HA-DKG; Haworth_Fabric_Athlon_Light Gray_HA-LTG; Haworth_Carpet_Dark Gray; Haworth_Paint_Cosmos Grey_HOT-JGC; Haworth_Light; Haworth_Plywood Edgeband; Haworth_Paint_Black; Haworth_Polymer_Black,,,,,,Point,107.591,157.423,15,,,,,,,180,105.55,152.947,15,109.632,158.899,22.546,107.591,155.923,18.773,,,,,,,,,,,"Area=245 SF | Caster and Glide Material=Haworth_Polymer_Black | Door Hardware Material=Haworth_Paint_Cosmos Grey_HOT-JGC | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Exterior Case Material=Haworth_Laminate_White_HOL-ABB | Exterior Frame Material=Haworth_Paint_Cosmos Grey_HOT-JGC | Family and Type=Haworth_Hushoffice_HushFree.S.Hybrid_1Person_SeatedHeightTable_NA | Floor Material=Haworth_Carpet_Dark Gray | Glass Material=Haworth_Glass_Clear HOG-PRZ | Interior Trim Material=Haworth_Paint_Cosmos Grey_HOT-JGC | Interior Wall and Ceiling Material=Haworth_Fabric_Athlon Plus_Light Gray_HAP-LTG | Level=L 1 | Light Material=Haworth_Light | Offset from Host=0' - 0"" | Sofa Backrest Material=Haworth_Fabric_Athlon_Dark Gray_HA-DKG | Sofa Base Material=Haworth_Paint_Cosmos Grey_HOT-JGC | Sofa Seat material=Haworth_Fabric_Athlon_Light Gray_HA-LTG | Table Base Material=Haworth_Paint_Cosmos Grey_HOT-JGC | Table Edgeband Material=Haworth_Plywood Edgeband | Table Top Material=Haworth_Laminate_Velvet Black_HOL-AGA | Touchscreen and Vent Material=Haworth_Paint_Black | Type=Haworth_Hushoffice_HushFree.S.Hybrid_1Person_SeatedHeightTable_NA | Type Id=Haworth_Hushoffice_HushFree.S.Hybrid_1Person_SeatedHeightTable_NA | Type IfcGUID=12dZBvTBDDZQwCCZ0JyDJn | Type Name=Haworth_Hushoffice_HushFree.S.Hybrid_1Person_SeatedHeightTable_NA | Volume=27.45 CF"
2399053,Furniture,hanging+Chair+-+Silla+exterior+revit+www.bimshares.com,hanging+Chair+-+Silla+exterior+revit+www.bimshares.com,,,,,,,,,,,,,,,,,,,,,,Point,53.991,156.661,15,,,,,,,217,51.384,154.47,14.989,56.196,159.436,21.347,53.79,156.953,18.168,,,,,,,,,,,"Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=hanging+Chair+-+Silla+exterior+revit+www.bimshares.com | Offset from Host=0' - 0"" | Type=hanging+Chair+-+Silla+exterior+revit+www.bimshares.com | Type Id=hanging+Chair+-+Silla+exterior+revit+www.bimshares.com | Type IfcGUID=3hRWpFWXD6bxQJnj$Vbl__ | Type Name=hanging+Chair+-+Silla+exterior+revit+www.bimshares.com"
2399163,Furniture,FU_Modular_Sandler_Tetris 8256,Tetris 8256,,,,L 1,,,,,"5' - 3""","2' - 7 1/2""","2' - 5 1/8""",31 SF,13.52 CF,,,"Rubber, Black; Wood - Oak - Walnut; Epoxy - M1_B00 - Black; Fabric - Manhattan - Bronx YI364",,,,,,Point,64.382,157.423,15,,,,,,,180,61.757,156.111,15,67.006,158.736,17.431,64.382,157.423,16.216,,,,,,,,,,,"Area=31 SF | Depth=2' - 7 1/2"" | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=Tetris 8256 | Height=2' - 5 1/8"" | Level=L 1 | Offset from Host=0' - 0"" | Type=Tetris 8256 | Type Id=Tetris 8256 | Type IfcGUID=34mW3iKDn3EPsWTgpdhYDD | Type Name=Tetris 8256 | Volume=13.52 CF | Width=5' - 3"""
2399582,Furniture,Seating38,Seating38,,,,L 1,,,,,,,,,,,,,,,,,,Point,73.364,157.833,15,,,,,,,270,72.354,156.066,15,74.374,158.499,18.116,73.364,157.283,16.558,,,,,,,,,,,"Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=Seating38 | Level=L 1 | Offset from Host=0' - 0"" | Type=Seating38 | Type Id=Seating38 | Type IfcGUID=3Ui4QPNG13FeO8bBtSBY08 | Type Name=Seating38"
