element_id,discipline,category,family,type,level,base_level,top_level,mark,system_name,system_type,service_type,classification,assembly_code,assembly_description,material,size,width,height,length,depth,area,volume,takt_id
2196316,Architecture,Walls,,"Generic - 8"" - EXTERIOR",L3,,,,,,,,B2010,Exterior Walls,Default Wall,,"0' - 8""",,"14' - 2""",,44 SF,29.00 CF,
2196632,Architecture,Walls,,"Generic - 8"" - EXTERIOR",L3,,,,,,,,B2010,Exterior Walls,Default Wall,,"0' - 8""",,"16' - 5 13/32""",,49 SF,32.90 CF,
2196774,Architecture,Walls,,"Generic - 8"" - EXTERIOR",L3,,,,,,,,B2010,Exterior Walls,Default Wall,,"0' - 8""",,"16' - 4""",,48 SF,32.00 CF,
2196913,Architecture,Walls,,"Generic - 8"" - EXTERIOR",L3,,,,,,,,B2010,Exterior Walls,Default Wall,,"0' - 8""",,"16' - 6""",,50 SF,33.00 CF,
2197189,Architecture,Walls,,"Generic - 8"" - EXTERIOR",L3,,,,,,,,B2010,Exterior Walls,Default Wall,,"0' - 8""",,"20' - 8""",,63 SF,42.00 CF,
2197320,Architecture,Walls,,"Generic - 8"" - EXTERIOR",L3,,,,,,,,B2010,Exterior Walls,Default Wall,,"0' - 8""",,"21' - 4""",,64 SF,42.67 CF,
2197457,Architecture,Walls,,"Generic - 8"" - EXTERIOR",L3,,,,,,,,B2010,Exterior Walls,Default Wall,,"0' - 8""",,"20' - 8""",,63 SF,42.00 CF,
2197573,Architecture,Walls,,"Generic - 8"" - EXTERIOR",L3,,,,,,,,B2010,Exterior Walls,Default Wall,,"0' - 8""",,"17' - 7 13/32""",,53 SF,35.24 CF,
2197835,Architecture,Walls,,"Generic - 8"" - EXTERIOR",L3,,,,,,,,B2010,Exterior Walls,Default Wall,,"0' - 8""",,"19' - 8""",,60 SF,40.00 CF,
2197945,Architecture,Walls,,"Generic - 8"" - EXTERIOR",L3,,,,,,,,B2010,Exterior Walls,Default Wall,,"0' - 8""",,"20' - 0""",,60 SF,40.00 CF,
2198205,Architecture,Walls,,"Generic - 8"" - EXTERIOR",L3,,,,,,,,B2010,Exterior Walls,Default Wall,,"0' - 8""",,"19' - 10 1/4""",,60 SF,39.71 CF,
2198575,Architecture,Walls,,"Generic - 8"" - EXTERIOR",L3,,,,,,,,B2010,Exterior Walls,Default Wall,,"0' - 8""",,"20' - 0""",,60 SF,40.00 CF,
2198688,Architecture,Walls,,"Generic - 8"" - EXTERIOR",L3,,,,,,,,B2010,Exterior Walls,Default Wall,,"0' - 8""",,"20' - 0""",,60 SF,40.00 CF,
2198879,Architecture,Walls,,"Generic - 8"" - EXTERIOR",L3,,,,,,,,B2010,Exterior Walls,Default Wall,,"0' - 8""",,"20' - 0""",,60 SF,40.00 CF,
2199112,Architecture,Walls,,"Generic - 8"" - EXTERIOR",L3,,,,,,,,B2010,Exterior Walls,Default Wall,,"0' - 8""",,"20' - 0""",,60 SF,40.00 CF,
2199282,Architecture,Walls,,"Generic - 8"" - EXTERIOR",L3,,,,,,,,B2010,Exterior Walls,Default Wall,,"0' - 8""",,"21' - 4""",,64 SF,42.67 CF,
2199938,Architecture,Walls,,"Generic - 8"" - EXTERIOR",L3,,,,,,,,B2010,Exterior Walls,Default Wall,,"0' - 8""",,"13' - 8""",,42 SF,28.00 CF,
2177601,Architecture,Walls,,"Generic - 8"" - INTERIOR",L3,,,,,,,,C1010,Partitions,Default Wall,,"0' - 8""",,"20' - 6 1/4""",,141 SF,94.31 CF,
1539076,Architecture,Walls,,"Generic - 8"" DNC",L3,,,,,,,,,,Default Wall,,"0' - 8""",,"22' - 8""",,220 SF,146.66 CF,
1826871,Architecture,Windows,Skylight-Wasco-SkyMax,"GSM5296 - 49.25"" x 92.5""",L3,,,203.0,,,,,,,Glass - Wasco - Clear; Aluminum - Wasco - Aged Copper; Wood - Wasco - Douglas Firs,,"4' - 1 1/4""","0' - 5 7/16""","7' - 8 1/2""",,77 SF,3.72 CF,
1540744,Architecture,Roofs,,Insulation on Metal Deck - EPDM,L4,L4,,,,,,,,,"Concrete, Cast-in-Place gray; Metal Deck; Rigid insulation; Roofing, EPDM Membrane",,,"0' - 7 3/4""",,"0' - 7 3/4""",491 SF,317.39 CF,
2189428,Architecture,Doors,Door-Passage-Single-Flush,"36"" x 96""",Roof,,,399.0,,,,,C1020,Interior Doors,Aluminum; Wood - Birch; Metal - Paint Finish - Grey,,"4' - 0""","8' - 0""",,"0' - 1 3/4""",70 SF,6.80 CF,
631022,Architecture,Floors,,"Bamboo - 6""",Roof,,,,,,,,B1010,Floor Construction,Structural Bamboo (CLB),,,"0' - 6""",,"0' - 6""",13335 SF,6667.40 CF,
2187671,Architecture,Walls,,"Generic - 8"" - INTERIOR",Roof,,,,,,,,C1010,Partitions,Default Wall,,"0' - 8""",,"9' - 8 3/4""",,63 SF,42.29 CF,
1092426,MEP,Air Terminals,Exhaust Grill,6x6 Connection 3,L -1,,,,Mechanical Exhaust Air 1,Exhaust Air,,,,,,"3""x3""","3""","3""",,,1 SF,0.07 CF,
1092497,MEP,Air Terminals,Exhaust Grill,6x6 Connection 3,L -1,,,,Mechanical Exhaust Air 1,Exhaust Air,,,,,,"3""x3""","3""","3""",,,1 SF,0.07 CF,
1092504,MEP,Air Terminals,Exhaust Grill,6x6 Connection 3,L -1,,,,Mechanical Exhaust Air 1,Exhaust Air,,,,,,"3""x3""","3""","3""",,,1 SF,0.07 CF,
1092511,MEP,Air Terminals,Exhaust Grill,6x6 Connection 3,L -1,,,,Mechanical Exhaust Air 1,Exhaust Air,,,,,,"3""x3""","3""","3""",,,1 SF,0.07 CF,
1092518,MEP,Air Terminals,Exhaust Grill,6x6 Connection 3,L -1,,,,Mechanical Exhaust Air 1,Exhaust Air,,,,,,"3""x3""","3""","3""",,,1 SF,0.07 CF,
1092525,MEP,Air Terminals,Exhaust Grill,6x6 Connection 3,L -1,,,,Mechanical Exhaust Air 1,Exhaust Air,,,,,,"3""x3""","3""","3""",,,1 SF,0.07 CF,
1092813,MEP,Duct Fittings,Rectangular Cross,Standard,L -1,,,,Mechanical Exhaust Air 1,Exhaust Air,,,,,,"6""x5""-6""x5""-6""x5""-6""x5""",,"5""","6""x5""-6""x5""-6""x5""-6""x5""",,,0.17 CF,
1092872,MEP,Duct Fittings,Rectangular Elbow - Mitered,Standard,L -1,,,,Mechanical Exhaust Air 1,Exhaust Air,,,,,,"5""x6""-5""x6""","5""","6""","5""x6""-5""x6""",,,0.12 CF,
1092766,MEP,Duct Fittings,Rectangular Tee,Standard,L -1,,,,Mechanical Exhaust Air 1,Exhaust Air,,,,,,"6""x5""-6""x5""-6""x5""",,"5""","6""x5""-6""x5""-6""x5""",,,0.16 CF,
1092791,MEP,Duct Fittings,Rectangular Tee,Standard,L -1,,,,Mechanical Exhaust Air 1,Exhaust Air,,,,,,"6""x5""-6""x5""-6""x5""",,"5""","6""x5""-6""x5""-6""x5""",,,0.16 CF,
1092829,MEP,Duct Fittings,Rectangular Tee,Standard,L -1,,,,Mechanical Exhaust Air 1,Exhaust Air,,,,,,"6""x5""-6""x5""-6""x5""",,"5""","6""x5""-6""x5""-6""x5""",,,0.16 CF,
1092895,MEP,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L -1,,,,Mechanical Exhaust Air 1,Exhaust Air,,,,,,"6""x5""-4""ø","6""","5""","6""x5""-4""ø",,0 SF,0.03 CF,
1092901,MEP,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L -1,,,,Mechanical Exhaust Air 1,Exhaust Air,,,,,,"6""x5""-4""ø","6""","5""","6""x5""-4""ø",,0 SF,0.03 CF,
1092906,MEP,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L -1,,,,Mechanical Exhaust Air 1,Exhaust Air,,,,,,"6""x5""-4""ø","6""","5""","6""x5""-4""ø",,0 SF,0.03 CF,
1092911,MEP,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L -1,,,,Mechanical Exhaust Air 1,Exhaust Air,,,,,,"6""x5""-4""ø","6""","5""","6""x5""-4""ø",,0 SF,0.03 CF,
1092916,MEP,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L -1,,,,Mechanical Exhaust Air 1,Exhaust Air,,,,,,"6""x5""-4""ø","6""","5""","6""x5""-4""ø",,0 SF,0.03 CF,
1092921,MEP,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L -1,,,,Mechanical Exhaust Air 1,Exhaust Air,,,,,,"6""x5""-4""ø","6""","5""","6""x5""-4""ø",,0 SF,0.03 CF,
1092715,MEP,Ducts,,Mitered Elbows / Tees,L -1,,,,Mechanical Exhaust Air 1,Exhaust Air,,,,,,"6""x5""","6""","5""","0' - 6 3/4""",,1 SF,,
1092722,MEP,Ducts,,Mitered Elbows / Tees,L -1,,,,Mechanical Exhaust Air 1,Exhaust Air,,,,,,"6""x5""","6""","5""","12' - 3 1/2""",,23 SF,,
1092769,MEP,Ducts,,Mitered Elbows / Tees,L -1,,,,Mechanical Exhaust Air 1,Exhaust Air,,,,,,"6""x5""","6""","5""","0' - 11 3/32""",,2 SF,,
1092786,MEP,Ducts,,Mitered Elbows / Tees,L -1,,,,Mechanical Exhaust Air 1,Exhaust Air,,,,,,"6""x5""","6""","5""","2' - 6 5/32""",,5 SF,,
1092792,MEP,Ducts,,Mitered Elbows / Tees,L -1,,,,Mechanical Exhaust Air 1,Exhaust Air,,,,,,"6""x5""","6""","5""","0' - 8 27/32""",,1 SF,,
1092802,MEP,Ducts,,Mitered Elbows / Tees,L -1,,,,Mechanical Exhaust Air 1,Exhaust Air,,,,,,"6""x5""","6""","5""","2' - 6 5/32""",,5 SF,,
1092811,MEP,Ducts,,Mitered Elbows / Tees,L -1,,,,Mechanical Exhaust Air 1,Exhaust Air,,,,,,"6""x5""","6""","5""","0' - 8 27/32""",,1 SF,,
1092812,MEP,Ducts,,Mitered Elbows / Tees,L -1,,,,Mechanical Exhaust Air 1,Exhaust Air,,,,,,"6""x5""","6""","5""","2' - 8 25/32""",,5 SF,,
1092822,MEP,Ducts,,Mitered Elbows / Tees,L -1,,,,Mechanical Exhaust Air 1,Exhaust Air,,,,,,"6""x5""","6""","5""","2' - 6 5/32""",,5 SF,,
1092830,MEP,Ducts,,Mitered Elbows / Tees,L -1,,,,Mechanical Exhaust Air 1,Exhaust Air,,,,,,"6""x5""","6""","5""","0' - 8 27/32""",,1 SF,,
1092863,MEP,Ducts,,Mitered Elbows / Tees,L -1,,,,Mechanical Exhaust Air 1,Exhaust Air,,,,,,"6""x5""","6""","5""","2' - 3 1/2""",,4 SF,,
1093630,MEP,Ducts,,Mitered Elbows / Tees,L -1,,,,Mechanical Exhaust Air 1,Exhaust Air,,,,,,"6""x5""","6""","5""","14' - 10 1/2""",,27 SF,,
1093972,MEP,Ducts,,Mitered Elbows / Tees,L -1,,,,Mechanical Exhaust Air 1,Exhaust Air,,,,,,"6""x5""","6""","5""","11' - 3 1/2""",,21 SF,,
1708563,MEP,Plumbing Fixtures,M_Sink Kitchen-Island,450 x 450mm,L -1,,,,,,,,,,"Metal - Steel, Polished",,"1' - 5 23/32""",,,,5 SF,0.24 CF,L -1 Zone 1
2010745,MEP,Plumbing Fixtures,M_Toilet-Residencial-3D,M_Toilet-Residencial-3D,L -1,,,,,,,,,,"Laminado - Linho, Opaco; Porcelana - Linho",,,,,,20 SF,1.10 CF,
2010746,MEP,Plumbing Fixtures,M_Toilet-Residencial-3D,M_Toilet-Residencial-3D,L -1,,,,,,,,,,"Laminado - Linho, Opaco; Porcelana - Linho",,,,,,20 SF,1.10 CF,
2010747,MEP,Plumbing Fixtures,M_Toilet-Residencial-3D,M_Toilet-Residencial-3D,L -1,,,,,,,,,,"Laminado - Linho, Opaco; Porcelana - Linho",,,,,,20 SF,1.10 CF,
2010847,MEP,Plumbing Fixtures,M_Toilet-Residencial-3D,M_Toilet-Residencial-3D,L -1,,,,,,,,,,"Laminado - Linho, Opaco; Porcelana - Linho",,,,,,20 SF,1.10 CF,
2010848,MEP,Plumbing Fixtures,M_Toilet-Residencial-3D,M_Toilet-Residencial-3D,L -1,,,,,,,,,,"Laminado - Linho, Opaco; Porcelana - Linho",,,,,,20 SF,1.10 CF,L -1 Zone 3
2010849,MEP,Plumbing Fixtures,M_Toilet-Residencial-3D,M_Toilet-Residencial-3D,L -1,,,,,,,,,,"Laminado - Linho, Opaco; Porcelana - Linho",,,,,,20 SF,1.10 CF,
2010743,MEP,Plumbing Fixtures,M_Vão da pia-Redondo,482 x 482 mm,L -1,,,,,,,,,,Stainless Steel; Porcelana - Linho,,,,,,5 SF,0.43 CF,L -1 Zone 3
2010744,MEP,Plumbing Fixtures,M_Vão da pia-Redondo,482 x 482 mm,L -1,,,,,,,,,,Stainless Steel; Porcelana - Linho,,,,,,5 SF,0.43 CF,L -1 Zone 3
2010845,MEP,Plumbing Fixtures,M_Vão da pia-Redondo,482 x 482 mm,L -1,,,,,,,,,,Stainless Steel; Porcelana - Linho,,,,,,5 SF,0.43 CF,L -1 Zone 3
2010846,MEP,Plumbing Fixtures,M_Vão da pia-Redondo,482 x 482 mm,L -1,,,,,,,,,,Stainless Steel; Porcelana - Linho,,,,,,5 SF,0.43 CF,L -1 Zone 3
1092924,MEP,Air Terminals,Exhaust Grill,6x6 Connection 3,L 0,,,,Mechanical Exhaust Air 1,Exhaust Air,,,,,,"3""x3""","3""","3""",,,1 SF,0.07 CF,L 0 Zone 5
1093091,MEP,Air Terminals,Exhaust Grill,6x6 Connection 3,L 0,,,,Mechanical Exhaust Air 1,Exhaust Air,,,,,,"3""x3""","3""","3""",,,1 SF,0.07 CF,L 0 Zone 5
1093192,MEP,Air Terminals,Exhaust Grill,6x6 Connection 3,L 0,,,,Mechanical Exhaust Air 1,Exhaust Air,,,,,,"3""x3""","3""","3""",,,1 SF,0.07 CF,L 0 Zone 5
1093279,MEP,Air Terminals,Exhaust Grill,6x6 Connection 3,L 0,,,,Mechanical Exhaust Air 1,Exhaust Air,,,,,,"3""x3""","3""","3""",,,1 SF,0.07 CF,L 0 Zone 5
1093318,MEP,Air Terminals,Exhaust Grill,6x6 Connection 3,L 0,,,,Mechanical Exhaust Air 1,Exhaust Air,,,,,,"3""x3""","3""","3""",,,1 SF,0.07 CF,L 0 Zone 5
1093417,MEP,Air Terminals,Exhaust Grill,6x6 Connection 3,L 0,,,,Mechanical Exhaust Air 1,Exhaust Air,,,,,,"3""x3""","3""","3""",,,1 SF,0.07 CF,L 0 Zone 5
1090006,MEP,Air Terminals,PRICE-40FF- Filter Frame Stamped Residential Grille-RETURN Hosted,"24"" x 12""",L 0,,,,Mechanical Return Air 29,Return Air,,,,,,"24""x12""","1' - 0""",,"2' - 0""",,,0.26 CF,
1087552,MEP,Air Terminals,Supply Diffuser,12x12 Connection 2,L 0,,,,,,,,,,,"6""x6""","6""","6""",,,1 SF,0.19 CF,L 0 Zone 2
1087713,MEP,Air Terminals,Supply Diffuser,12x12 Connection 2,L 0,,,,,,,,,,,"6""x6""","6""","6""",,,1 SF,0.19 CF,L 0 Zone 2
1087792,MEP,Air Terminals,Supply Diffuser,12x12 Connection 2,L 0,,,,,,,,,,,"6""x6""","6""","6""",,,1 SF,0.19 CF,
1087915,MEP,Air Terminals,Supply Diffuser,12x12 Connection 2,L 0,,,,,,,,,,,"6""x6""","6""","6""",,,1 SF,0.19 CF,L 0 Zone 1
1087992,MEP,Air Terminals,Supply Diffuser,12x12 Connection 2,L 0,,,,,,,,,,,"6""x6""","6""","6""",,,1 SF,0.19 CF,L 0 Zone 1
1088081,MEP,Air Terminals,Supply Diffuser,12x12 Connection 2,L 0,,,,,,,,,,,"6""x6""","6""","6""",,,1 SF,0.19 CF,
1088361,MEP,Air Terminals,Supply Diffuser,12x12 Connection 2,L 0,,,,,,,,,,,"6""x6""","6""","6""",,,1 SF,0.19 CF,
1088501,MEP,Air Terminals,Supply Diffuser,12x12 Connection 2,L 0,,,,,,,,,,,"6""x6""","6""","6""",,,1 SF,0.19 CF,L 0 Zone 1
1088861,MEP,Air Terminals,Supply Diffuser,8x8 Connection 4,L 0,,,,Mechanical Supply Air 2,Supply Air,,,,,,"4""x4""","4""","4""",,,1 SF,0.09 CF,
1095254,MEP,Air Terminals,Supply Diffuser,8x8 Connection 4,L 0,,,,,,,,,,,"4""x4""","4""","4""",,,1 SF,0.09 CF,L 0 Zone 5
1095371,MEP,Air Terminals,Supply Diffuser,8x8 Connection 4,L 0,,,,,,,,,,,"4""x4""","4""","4""",,,1 SF,0.09 CF,
1093733,MEP,Duct Fittings,Rectangular Cross,Standard,L 0,,,,Mechanical Exhaust Air 1,Exhaust Air,,,,,,"5""x6""-5""x6""-5""x6""-5""x6""",,"6""","5""x6""-5""x6""-5""x6""-5""x6""",,,0.16 CF,L 0 Zone 5
1094863,MEP,Duct Fittings,Rectangular Cross,Standard,L 0,,,,Mechanical Supply Air 3,Supply Air,,,,,,"5""x6""-5""x6""-5""x6""-5""x6""",,"6""","5""x6""-5""x6""-5""x6""-5""x6""",,,0.16 CF,
1094919,MEP,Duct Fittings,Rectangular Cross,Standard,L 0,,,,Mechanical Supply Air 3,Supply Air,,,,,,"5""x6""-5""x6""-5""x6""-5""x6""",,"6""","5""x6""-5""x6""-5""x6""-5""x6""",,,0.16 CF,
1092419,MEP,Duct Fittings,Rectangular Elbow - Mitered,Standard,L 0,,,,Mechanical Supply Air 2,Supply Air,,,,,,"6""x5""-6""x5""","6""","5""","6""x5""-6""x5""",,,0.14 CF,
1094990,MEP,Duct Fittings,Rectangular Elbow - Mitered,Standard,L 0,,,,Mechanical Supply Air 2,Supply Air,,,,,,"5""x6""-5""x6""","5""","6""","5""x6""-5""x6""",,,0.12 CF,
1095628,MEP,Duct Fittings,Rectangular Elbow - Mitered,Standard,L 0,,,,Mechanical Supply Air 3,Supply Air,,,,,,"6""x5""-6""x5""","6""","5""","6""x5""-6""x5""",,,0.14 CF,L 0 Zone 5
1095645,MEP,Duct Fittings,Rectangular Elbow - Mitered,Standard,L 0,,,,Mechanical Supply Air 3,Supply Air,,,,,,"5""x6""-5""x6""","5""","6""","5""x6""-5""x6""",,,0.12 CF,L 0 Zone 5
1095731,MEP,Duct Fittings,Rectangular Elbow - Mitered,Standard,L 0,,,,Mechanical Supply Air 3,Supply Air,,,,,,"6""x5""-6""x5""","6""","5""","6""x5""-6""x5""",,,0.14 CF,L 0 Zone 5
1093629,MEP,Duct Fittings,Rectangular Tee,Standard,L 0,,,,Mechanical Exhaust Air 1,Exhaust Air,,,,,,"6""x6""-5""x6""-5""x6""",,"6""","6""x6""-5""x6""-5""x6""",,,0.16 CF,L 0 Zone 5
1093693,MEP,Duct Fittings,Rectangular Tee,Standard,L 0,,,,Mechanical Exhaust Air 1,Exhaust Air,,,,,,"5""x6""-5""x6""-5""x6""",,"6""","5""x6""-5""x6""-5""x6""",,,0.14 CF,L 0 Zone 5
1093750,MEP,Duct Fittings,Rectangular Tee,Standard,L 0,,,,Mechanical Exhaust Air 1,Exhaust Air,,,,,,"5""x6""-5""x6""-5""x6""",,"6""","5""x6""-5""x6""-5""x6""",,,0.14 CF,L 0 Zone 5
1093840,MEP,Duct Fittings,Rectangular Tee,Standard,L 0,,,,Mechanical Exhaust Air 1,Exhaust Air,,,,,,"5""x6""-5""x6""-5""x6""",,"6""","5""x6""-5""x6""-5""x6""",,,0.14 CF,L 0 Zone 5
1093971,MEP,Duct Fittings,Rectangular Tee,Standard,L 0,,,,Mechanical Exhaust Air 1,Exhaust Air,,,,,,"5""x6""-5""x6""-5""x6""",,"6""","5""x6""-5""x6""-5""x6""",,,0.14 CF,L 0 Zone 5
1094811,MEP,Duct Fittings,Rectangular Tee,Standard,L 0,,,,Mechanical Supply Air 3,Supply Air,,,,,,"5""x6""-5""x6""-5""x6""",,"6""","5""x6""-5""x6""-5""x6""",,,0.14 CF,
1094845,MEP,Duct Fittings,Rectangular Tee,Standard,L 0,,,,Mechanical Supply Air 3,Supply Air,,,,,,"5""x6""-5""x6""-5""x6""",,"6""","5""x6""-5""x6""-5""x6""",,,0.14 CF,L 0 Zone 1
1094936,MEP,Duct Fittings,Rectangular Tee,Standard,L 0,,,,Mechanical Supply Air 3,Supply Air,,,,,,"5""x6""-5""x6""-5""x6""",,"6""","5""x6""-5""x6""-5""x6""",,,0.14 CF,L 0 Zone 2
1094978,MEP,Duct Fittings,Rectangular Tee,Standard,L 0,,,,Mechanical Supply Air 2,Supply Air,,,,,,"6""x6""-5""x6""-5""x6""",,"6""","6""x6""-5""x6""-5""x6""",,,0.16 CF,
1095621,MEP,Duct Fittings,Rectangular Tee,Standard,L 0,,,,Mechanical Supply Air 3,Supply Air,,,,,,"6""x5""-6""x5""-5""x5""",,"5""","6""x5""-6""x5""-5""x5""",,,0.14 CF,L 0 Zone 5
1095663,MEP,Duct Fittings,Rectangular Tee,Standard,L 0,,,,Mechanical Supply Air 3,Supply Air,,,,,,"5""x6""-5""x6""-5""x6""",,"6""","5""x6""-5""x6""-5""x6""",,,0.14 CF,L 0 Zone 5
1093843,MEP,Duct Fittings,Rectangular Transition - Angle,45 Degree,L 0,,,,Mechanical Exhaust Air 1,Exhaust Air,,,,,,"6""x6""-5""x6""",,,"6""x6""-5""x6""",,0 SF,0.02 CF,L 0 Zone 5
1094981,MEP,Duct Fittings,Rectangular Transition - Angle,45 Degree,L 0,,,,Mechanical Supply Air 2,Supply Air,,,,,,"6""x6""-5""x6""",,,"6""x6""-5""x6""",,0 SF,0.02 CF,
1095626,MEP,Duct Fittings,Rectangular Transition - Angle,45 Degree,L 0,,,,Mechanical Supply Air 3,Supply Air,,,,,,"5""x6""-5""x5""",,,"5""x6""-5""x5""",,0 SF,0.02 CF,L 0 Zone 5
1086041,MEP,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L 0,,,,Mechanical Supply Air 2,Supply Air,,,,,,"4""ø-3""x3""","3""","3""","4""ø-3""x3""",,0 SF,0.01 CF,
1086071,MEP,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L 0,,,,Mechanical Supply Air 2,Supply Air,,,,,,"4""ø-3""x3""","3""","3""","4""ø-3""x3""",,0 SF,0.01 CF,
1086113,MEP,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L 0,,,,Mechanical Supply Air 2,Supply Air,,,,,,"4""ø-3""x3""","3""","3""","4""ø-3""x3""",,0 SF,0.01 CF,
1086251,MEP,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L 0,,,,Mechanical Supply Air 2,Supply Air,,,,,,"4""ø-3""x3""","3""","3""","4""ø-3""x3""",,0 SF,0.01 CF,
1086256,MEP,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L 0,,,,Mechanical Supply Air 2,Supply Air,,,,,,"4""ø-3""x3""","3""","3""","4""ø-3""x3""",,0 SF,0.01 CF,
1086261,MEP,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L 0,,,,Mechanical Supply Air 2,Supply Air,,,,,,"4""ø-3""x3""","3""","3""","4""ø-3""x3""",,0 SF,0.01 CF,
1086273,MEP,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L 0,,,,Mechanical Supply Air 2,Supply Air,,,,,,"4""ø-3""x3""","3""","3""","4""ø-3""x3""",,0 SF,0.01 CF,
1086641,MEP,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L 0,,,,Mechanical Supply Air 1,Supply Air,,,,,,"4""ø-3""x3""","3""","3""","4""ø-3""x3""",,0 SF,0.01 CF,
1086711,MEP,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L 0,,,,Mechanical Supply Air 1,Supply Air,,,,,,"4""ø-3""x3""","3""","3""","4""ø-3""x3""",,0 SF,0.01 CF,
1086737,MEP,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L 0,,,,Mechanical Supply Air 1,Supply Air,,,,,,"4""ø-3""x3""","3""","3""","4""ø-3""x3""",,0 SF,0.01 CF,
1086765,MEP,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L 0,,,,Mechanical Supply Air 1,Supply Air,,,,,,"4""ø-3""x3""","3""","3""","4""ø-3""x3""",,0 SF,0.01 CF,
1086785,MEP,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L 0,,,,Mechanical Supply Air 1,Supply Air,,,,,,"4""ø-3""x3""","3""","3""","4""ø-3""x3""",,0 SF,0.01 CF,
1086805,MEP,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L 0,,,,Mechanical Supply Air 1,Supply Air,,,,,,"4""ø-3""x3""","3""","3""","4""ø-3""x3""",,0 SF,0.01 CF,
1086825,MEP,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L 0,,,,Mechanical Supply Air 1,Supply Air,,,,,,"4""ø-3""x3""","3""","3""","4""ø-3""x3""",,0 SF,0.01 CF,L 0 Zone 4
1086845,MEP,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L 0,,,,Mechanical Supply Air 1,Supply Air,,,,,,"4""ø-3""x3""","3""","3""","4""ø-3""x3""",,0 SF,0.01 CF,L 0 Zone 4
1086865,MEP,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L 0,,,,Mechanical Supply Air 1,Supply Air,,,,,,"4""ø-3""x3""","3""","3""","4""ø-3""x3""",,0 SF,0.01 CF,
1086885,MEP,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L 0,,,,Mechanical Supply Air 1,Supply Air,,,,,,"4""ø-3""x3""","3""","3""","4""ø-3""x3""",,0 SF,0.01 CF,
1086911,MEP,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L 0,,,,Mechanical Supply Air 1,Supply Air,,,,,,"4""ø-3""x3""","3""","3""","4""ø-3""x3""",,0 SF,0.01 CF,L 0 Zone 3
1086931,MEP,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L 0,,,,Mechanical Supply Air 1,Supply Air,,,,,,"4""ø-3""x3""","3""","3""","4""ø-3""x3""",,0 SF,0.01 CF,L 0 Zone 3
1086951,MEP,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L 0,,,,Mechanical Supply Air 1,Supply Air,,,,,,"4""ø-3""x3""","3""","3""","4""ø-3""x3""",,0 SF,0.01 CF,L 0 Zone 3
1086970,MEP,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L 0,,,,Mechanical Supply Air 1,Supply Air,,,,,,"4""ø-3""x3""","3""","3""","4""ø-3""x3""",,0 SF,0.01 CF,
1087074,MEP,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L 0,,,,Mechanical Supply Air 2,Supply Air,,,,,,"4""x4""-4""ø","4""","4""","4""x4""-4""ø",,0 SF,0.01 CF,L 0 Zone 3
1087175,MEP,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L 0,,,,Mechanical Supply Air 2,Supply Air,,,,,,"4""x4""-4""ø","4""","4""","4""x4""-4""ø",,0 SF,0.01 CF,L 0 Zone 3
1087350,MEP,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L 0,,,,Mechanical Supply Air 2,Supply Air,,,,,,"4""ø-3""x3""","3""","3""","4""ø-3""x3""",,0 SF,0.01 CF,
1087366,MEP,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L 0,,,,Mechanical Supply Air 2,Supply Air,,,,,,"4""ø-3""x3""","3""","3""","4""ø-3""x3""",,0 SF,0.01 CF,
1087382,MEP,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L 0,,,,Mechanical Supply Air 2,Supply Air,,,,,,"4""ø-3""x3""","3""","3""","4""ø-3""x3""",,0 SF,0.01 CF,
